working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_3856a5b54190118d,gvc_fb898862c4ab,Glute Bridge One Leg On Floor (bent Knee),Glute Bridge Single Leg On Floor (Bent Knee),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,둔근,햄스트링,name_high,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_32ec5b023222f370,gvc_a52d65d16585,Half Side Split Lunge Twisting Inner Thigh Tap (fe,Half Side Split Lunge Twisting Inner Thigh Tap,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_b4f38ee41407cf22,gvc_73e36994403e,Hands Up Knee Drive Plyometrics,Hands Up Knee Drive Plyometrics,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_5c60ed821d534114,gvc_dd9c27318610,Handstand Hold On Wall Shoulders,Handstand Hold On Wall Shoulders,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,duration,semantic,,,1,1,0,MANUAL_QA_REQUIRED
gvs_855ca4790475759d,gvc_f847480bcf85,Handstand Shoulder Press With Wall (between Benche,Handstand Shoulder Press With Wall (Between Benche,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,삼각근,삼두근,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8f87fa19b0585fdd,gvc_27269f2c6b0d,Head Full Rotation Fpov,Head Full Rotation Fpov,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_5e1d0956a0b64550,gvc_ab9a390c4afc,Hip Abduction,Hip Abduction,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,중둔근,,name_high,,review,,,2,2,0,MANUAL_QA_REQUIRED
gvs_2e4ac8cf5e24a447,gvc_f2b4e45776a6,Hip Adduction,Hip Adduction,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,내전근,,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_dfe0e8624656490c,gvc_8f8779879fcb,Hip Flexion,Hip Flexion,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_562bf8f1148e1c35,gvc_accceec237b6,Hip Lateral Rotation (external Rotation),Hip Lateral Rotation (External Rotation),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7ce7ae9efe2a1494,gvc_8146efd977eb,Hip Medial Rotation (internal Rotation),Hip Medial Rotation (Internal Rotation),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_b65f5e507537dada,gvc_0ceacb77365b,Ifbb Pose,Ifbb Pose,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_a30c878dab6cc955,gvc_4f7ba73330ba,Incline Push Up (on Box),Incline Push Up (On Box),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,,,unsupported,,review,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_7545f70177be39e9,gvc_a3019319da7b,Incline Shoulder Tap,Incline Shoulder Tap,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8c7377fa6b83e8f4,gvc_013fe94efc97,Internal And External Shoulder Rotation Against Wa,Internal And External Shoulder Rotation Against Wa,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_9838366f95b4392f,gvc_1e98f93c385e,Jab Crosses,Jab Crosses,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7b05abc108b81db5,gvc_220e6a134304,Kneeling Elbow To Knee Side Plank Crunch,Kneeling Elbow To Knee Side Plank Crunch,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,코어,name,복직근,,name_high,,review,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_00ef4fa4faf86fbe,gvc_07132636e315,Kneeling Hip Opener Into Forward Lunge And Hamstri,Kneeling Hip Opener Into Forward Lunge And Hamstri,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_c484091b4b874d5b,gvc_d13bd7aa3438,Kneeling Rotation Torso Alternate Row To Thread Th,Kneeling Rotation Torso Alternate Row To Thread Th,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,등,name,등 상부 / 광배근,이두근,name_high,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_14bbad7db505d0b9,gvc_6a8a671f0d2e,Kneeling Rotation Torso Rear Fly To Thread Through,Kneeling Rotation Torso Rear Fly To Thread Through,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_6291b9ff1622316f,gvc_1c7fb9cadd07,Kneeling Spine Imbalance And Pelvic Imbalance (fem,Kneeling Spine Imbalance And Pelvic Imbalance,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_031ea1adbd9a6681,gvc_6ef8d103683e,Kneeling Straight Leg Kickback (version 2) (,Kneeling Straight Leg Kickback,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_14a7d6a73e6b4bbf,gvc_d99bbd8acc24,Kneeling Straight Leg Kickback (version 2) (left),Kneeling Straight Leg Kickback (Left),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_ffa3bbc228e776ec,gvc_2ed109bb93e8,Kneeling Straight Leg Side Slide With Towel (femal,Kneeling Straight Leg Side Slide With Towel,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_eea7d84590a6494d,gvc_7d6f253e0369;gvc_db938ec9463b,Knees And Toes Point Out Squat Slide Wall | Knees And Toes Point Out Squat Slide Wall H,Knees And Toes Point Out Squat Slide Wall,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_8e02ce6c26ca684a,gvc_4621fce39d9f,Knees In And Out On A Chair,Knees In And Out On A Chair,,NOT_NEEDED,Hips,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_45660309142c26b9,gvc_fad9c4d19927,L Sit Legs Kick On A Chair,L Sit Legs Kick On A Chair,,NOT_NEEDED,Waist,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_52cee30473f0441e,gvc_38f1bb5c2a4c,Lateral Cone Hop Plyometrics,Lateral Cone Hop Plyometrics,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_a49b0bd62064da18,gvc_82ee70f4e1af,Lean Back Air Cycling On A Chair,Lean Back Air Cycling On A Chair,,NOT_NEEDED,Waist,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,distance_duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_6be7476e9f7c79a8,gvc_8e374e4eacbe,Leg Raise Above Head And Under Knee Clap,Leg Raise Above Head And Under Knee Clap,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,복직근,,name_high,,review,reps,BODY_MUSCLE_FAMILY_CONFLICT,1,0,1,MANUAL_QA_REQUIRED
gvs_bcaf95a5b6f5ad59,gvc_fd4123f89c41,Leg Stretched Open Toes Together Knees Together (f,Leg Stretched Open Toes Together Knees Together,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_8f1d0f275abb1d4f,gvc_aef4df71b2bc,Leg Under And Above Shoulders Bridge Pose,Leg Under And Above Shoulders Bridge Pose,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_e9d894e35ee935a3,gvc_8f7ea1ae48eb,Locust Pose Stretching,Locust Pose Stretching,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_9f59f4fc5311442a,gvc_b136211ea426,Lunge With Jump Thighs,Lunge With Jump Thighs,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,대퇴사두근,둔근,name_high,,review,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_b0210a4b774f39b3,gvc_96a63efe554f,Lying Alternate Hip Abduction Knee Bent H,Lying Alternate Hip Abduction Knee Bent H,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,중둔근,,name_high,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_67a1e6c467d7946a,gvc_db2081bd8621,Lying Alternate Posterior Pelvic Shift Hold (femal,Lying Alternate Posterior Pelvic Shift Hold,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,duration,semantic,,,1,0,1,MANUAL_QA_REQUIRED
gvs_9fa4d03cabdcc51a,gvc_26aa2748192e,Lying Alternating Slight Bent Back Leg Raise (fema,Lying Alternating Slight Bent Back Leg Raise,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,복직근,,name_high,,review,reps,BODY_MUSCLE_FAMILY_CONFLICT,1,0,1,MANUAL_QA_REQUIRED
gvs_30078364539d0b6e,gvc_dd36d1595add,Lying Around The World Shoulders,Lying Around The World Shoulders,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_cc0e31e11c17ba01,gvc_bb50791bf052,Lying Bent Knee Alternating Glute Raise H,Lying Bent Knee Alternating Glute Raise H,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1caba4994bd94965,gvc_f40d70011215,Lying Chin Tuck Raise,Lying Chin Tuck Raise,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_fd514fc65739d420,gvc_a77eab5504f5,Lying Chin Tucks,Lying Chin Tucks,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_52f8c977fc54cc8f,gvc_a5f3950362f3,Lying Down Hip Internal External Rotation,Lying Down Hip Internal External Rotation,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_100bfdeaa61891b0,gvc_0506b4d4efac,Lying Figure 8 With Nose,Lying Figure 8 With Nose,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_08c44e17089fbd5f,gvc_3febb38a9dc7,Lying Hamstring Sciatic Nerve Mobilization (,Lying Hamstring Sciatic Nerve Mobilization,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_bbfe13e551c384c9,gvc_cf2fc2fc9e8b,Lying Leg Stretched Tap Toe To Knee Opening Knee T,Lying Leg Stretched Tap Toe To Knee Opening Knee T,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_600fed699dd298fd,gvc_939801529953,Lying Pelvic Floor Relaxation And Deep Breathing (,Lying Pelvic Floor Relaxation And Deep Breathing,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_eb1338ac23f8fde2,gvc_4a6bf7cd3194,Lying Prone Trapezius Press Back Extension,Lying Prone Trapezius Press Back Extension,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,등,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_dd495db512e136bd,gvc_2e8632b7d796,Lying Raised Glute Abduction Around The World (fem,Lying Raised Glute Abduction Around The World,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_10a09eb1f0086f45,gvc_4dfacca9a48e,Lying Raised Shoulders Windshield Wiper Leg Extens,Lying Raised Shoulders Windshield Wiper Leg Extens,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_eff954d71647f1b7,gvc_cb082089d3dd,Lying Rectus Abdominis Activation Crunch,Lying Rectus Abdominis Activation Crunch,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,코어,name,복직근,,name_high,,review,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_8fc49f3feef08217,gvc_edce47fda5e8,Lying Scalene Muscles Activation,Lying Scalene Muscles Activation,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_d1a8fa9658f6ff8c,gvc_8bc448207941,Major Muscles Groups Black,Major Muscles Groups Black,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_c31b99755a32758d,gvc_6a652cd30902,Major Muscles Groups White,Major Muscles Groups White,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cb59b29495a69c3e,gvc_45c6ccc8f5ff,Marching Kick On Spot Cardio,Marching Kick On Spot Cardio,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_25eb6d967204decc,gvc_dab44e17a214,Mini Hip Lift On A Chair,Mini Hip Lift On A Chair,,NOT_NEEDED,Thighs,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_29c7f535b83341c1,gvc_cc3371d3d84b,Neck Half Circle,Neck Half Circle,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_fa1c4b866bed722c,gvc_5bb504a02b30,Neck Up Down Left Right,Neck Up Down Left Right,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_0663680cf17162b2,gvc_05e866ac72cf,Open Up On A Chair,Open Up On A Chair,,NOT_NEEDED,Hips,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1ed19a92359c690c,gvc_601990eb1af6,Planche On A Chair,Planche On A Chair,,NOT_NEEDED,Shoulders,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8167e64881dc9d0e,gvc_6b4faf5a3f4d,Plank Butt (wrong Right),Plank Butt (Wrong Right),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,코어,name,코어,,name_high,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_ef649ab7a86301b7,gvc_8b669a1215fb,Posterior Neck Isometric,Posterior Neck Isometric,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_9736f371d9ca1dbd,gvc_afd6422a51ab,Preacher Curl Wrists (wrong Right),Preacher Curl Wrists (Wrong Right),,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,팔,name,이두근,,name_high,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_0c9aa155b7f75f1d,gvc_a35af8aac4f8,Prone Cervical Extension,Prone Cervical Extension,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cf397f5e561f88ac,gvc_16b100098f12,Prone Cervical Extension Isometric Hold,Prone Cervical Extension Isometric Hold,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_37a09eb0a5f0612e,gvc_f8dc30dfb653,Push Up Alternate Rear Lunge Against Wall C,Push Up Alternate Reverse Lunge Against Wall C,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,가슴,name,대퇴사두근,둔근,name_high,,review,reps,BODY_MUSCLE_FAMILY_CONFLICT,1,1,0,MANUAL_QA_REQUIRED
gvs_715fca93b119eb83,gvc_14ca2b390592,Push Up On A Chair (version 2),Push Up On A Chair,,NOT_NEEDED,Chest,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_56bb50a8dbe9e646,gvc_817d9e4dcadd,Recumbent Hip External Rotator And Hip Extensor St,Recumbent Hip External Rotator And Hip Extensor St,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_a38d92366427a8fc,gvc_240ae9f7ad25,Resistance Band Sitting Knee Extension On A Chair,Resistance Band Seated Knee Extension On A Chair,,NOT_NEEDED,,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Resistance Band,source,,unknown,,,unsupported,,review_equipment_semantics,,,1,0,1,MANUAL_QA_REQUIRED
gvs_8487089b22b5dd9b,gvc_8fececc20103,Resistance Band Sitting Knee Flexion On A Chair (f,Resistance Band Seated Knee Flexion On A Chair,,NOT_NEEDED,,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Resistance Band,source,,unknown,,,unsupported,,review_equipment_semantics,,,1,0,1,MANUAL_QA_REQUIRED
gvs_e39359b077def416,gvc_083c3f5e9d9a,Resistance Band Sitting Lateral Raise On A Chair (,Resistance Band Seated Lateral Raise On A Chair,,NOT_NEEDED,,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Resistance Band,source,어깨,name,측면 삼각근,,name_high,,review_equipment_semantics,,,1,0,1,MANUAL_QA_REQUIRED
gvs_c64364515d363a55,gvc_f4ea30ad2166,Resistance Band Sitting Military Press On A Chair,Resistance Band Seated Military Press On A Chair,,NOT_NEEDED,,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Resistance Band,source,어깨,name,삼각근,삼두근,name_high,,review_equipment_semantics,,,1,0,1,MANUAL_QA_REQUIRED
gvs_cfbac2903459453a,gvc_9c637e97f746,Resistance Band Sitting Serratus Push On A Chair (,Resistance Band Seated Serratus Push On A Chair,,NOT_NEEDED,,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Resistance Band,source,,unknown,,,unsupported,,review_equipment_semantics,,,1,0,1,MANUAL_QA_REQUIRED
gvs_8b722aa2f2055bac,gvc_ffd267b02b5b,Roll And Side Twist On Stabilitity Ball P,Roll And Side Twist On Stabilitity Ball P,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_33bb5ccd28600c1d,gvc_7a457c6c4e24,Roll Ball Lying Semisplinalis Capitis Muscle Activ,Roll Ball Lying Semisplinalis Capitis Muscle Activ,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_9180f6c305c55cd3,gvc_6f7fb12b3370,Roll Ball Outside Thigh Tractus Iliotibialis Stret,Roll Ball Outside Thigh Tractus Iliotibialis Stret,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8f5848c79021a6ff,gvc_9505b2c14bfd,Roll Ball Posterior Tibialis (single Leg) Side Lyi,Roll Ball Posterior Tibialis (Single Leg) Side Lyi,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_acf9fe333fba9423,gvc_9eff601d761d,Roll Ball Side Lying Scalene Muscles Activation (f,Roll Ball Side Lying Scalene Muscles Activation,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_650da8f505409595,gvc_9eff4d1d761d,Roll Ball Side Lying Scalene Muscles Activation (s,Roll Ball Side Lying Scalene Muscles Activation (S,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1920e1f08925729e,gvc_458d18148bb7,Roll Neck Decompress Lying On Floor,Roll Neck Decompress Lying On Floor,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_a3942ada5ff44344,gvc_e25bff63eaa0,Roll Neck Rotation Lying On Floor,Roll Neck Rotation Lying On Floor,,NOT_NEEDED,Neck,REVIEW,Neck category needs explicit relevance review,,unknown,기타,source,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_202366c24e3113d2,gvc_0d49f1f1b7bb;gvc_6974cabb41e9,Roll Peroneal (single Leg) Side Lying On Floor (fe | Roll Peroneal (single Leg) Side Lying On Floor Cal,Roll Peroneal (Single Leg) Side Lying On Floor Cal,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_8d9b9971a96f4a39,gvc_96ee3e021f67,Roll Quadriceps (vastus Lateralis) Lying On Floor,Roll Quadriceps (Vastus Lateralis) Lying On Floor,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,하체,name,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_fa26de290b531e65,gvc_dd866cd60aa6,Roll Recumbent Hip External Rotator And Hip Extens,Roll Recumbent Hip External Rotator And Hip Extens,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_7e09b2644883c2ca,gvc_9fc62e7ebe88,Roll Recumbent Hip External Rotator And Hip Extens 11.40.53,Roll Recumbent Hip External Rotator And Hip Extens 11.40.53,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_307085c8751b3976,gvc_7396a7b25110,Roll Seated Shoulder Flexor Depresor Retractor,Roll Seated Shoulder Flexor Depresor Retractor,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_29027dcda4c6b341,gvc_ef5e47310ab2,Roll Seated Single Leg Shoulder Flexor Depresor Re,Roll Seated Single Leg Shoulder Flexor Depresor Re,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,어깨,name,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_fdd9fb3b5b0147eb,gvc_3c7ba3c4a55b,Roll Tibialis Anterior (single Leg) Lying On Floor,Roll Tibialis Anterior (Single Leg) Lying On Floor,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,2,1,1,MANUAL_QA_REQUIRED
gvs_7abe50edcde13fd9,gvc_586d37310d2d,Roll Tibialis Anterior (single Leg) Lying On Floor 11.40.53,Roll Tibialis Anterior (Single Leg) Lying On Floor 11.40.53,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,0,1,MANUAL_QA_REQUIRED
gvs_9932a0461e25738c,gvc_4733d11a161d,Roll Upper Back,Roll Upper Back,,NOT_NEEDED,,REVIEW,Insufficient semantic metadata,,unknown,,unknown,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_aa6bc3f4960642b2,gvc_d67857744581,Russian Twist On A Padded Stool,Russian Twist On A Padded Stool,,NOT_NEEDED,Waist,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,코어,source,복사근,코어,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e543780e1264ae28,gvc_306cf6b1869b,Seated Abduction On A Chair,Seated Abduction On A Chair,,NOT_NEEDED,Hips,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_589d3d3a2f90d670,gvc_07a561053327,Seated Air Bike On A Chair (version 2),Seated Air Bike On A Chair,,NOT_NEEDED,Waist,REVIEW_HOME_CONTEXT,Home/context prop needs relevance review,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
