working_id,name_en_normalized,name_ko_draft,body_part_ko,recording_type,family,relevance_tier,relevance_reason
gvs_dc7a5aaebd5a12f0,Elbow Push Up,,코어,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9a46cc0e4b751a34,Elbow To Elbow,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_93c8de108e37fcda,Elbow To Knee,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_16136913552b062b,Elbow To Knee Decline Side Plank,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_9f64a1e1072f5029,Elbow To Knee Side Plank Crunch,,코어,reps,core_crunch,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_6562631f8cc615d7,Elbow To Knee Side Plank Crunch (Left),,코어,reps,core_crunch,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_51ab6b13a259e75b,Elbow To Knee Sit Up,,코어,reps,core_crunch,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_405890a46468302a,Elbow Touch And Lift,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_2e886f07dbdfec1f,Elbow Touch And Press Up,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_62d57b80b6a4896a,Elbow Touch To Outer Throw,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_9045febc5fec70a6,Elevated Cycling,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a0d090b98ec241dd,Elevated Goblet Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9b18b097cd696e9f,Elevated Knee Tuck V Tuck,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_e23cc787ec536c6f,Elevated Legs Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f25be79bbb91a0ab,Elevated Plank Walkout With A Chair,,코어,duration,plank,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_ff01ec5a7ac6ddcc,Elevated Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_7d89543a7f5392a4,Elevated Single Leg Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_92e91001a4433ce1,Elevated Split Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_cc9c0e64b22febfe,Elevated Staggered Leg Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_691308f1fdec33b9,Elevated Standing Calf Raise,,하체,reps,calf,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_0618a0268d1f4b4c,Elevated Two Legs Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d9a754899b119b35,Explosive Dynamic Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6afe84bc5928136e,Explosive Kneeling Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f689b99294b6ada8,Explosive Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_768ca15996f86165,Far Leg Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6375d6d3b3e809f3,Fast Sit Up Slow Down,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ed549e9fea56dbdf,Finger Claps,,팔,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_07ecf020b9cad0ba,Finger Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_32a5b2bb0a16856b,Finger Raises Plank,,팔,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_7a652de39562febb,Fist Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_291669b368a96b63,Fixed Feet Sit Up Stand,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_023596cc1ceac9f2,Flag,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_d3f37d63699748f3,Flexion Leg Sit Up (Straight Arm),,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a37b70baddddb878,Floor Crunch Feet On Bench,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f1aea61f7563d87f,Floor T Raise,,,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_3f4053f88ce74b72,Flutter Kicks,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_2a6229aa0a77c548,Foam Roll Serratus Wall Slide,,등,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a590700d3a9c6411,Forearm Push Forward,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_88f8f3137f9b8173,Forearms To Wide Grip Wall Push Up,,가슴,reps,push_up,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_a76c53da0d838f18,Forward And Top Wall Push,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_20c2306e60ff8764,Forward Arms Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a452e0b368d50ebb,Forward Backward Duck Walk,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_8db8526a64060ae4,Forward Lunge,포워드 런지,하체,reps,lunge_split,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_fe39b0a44e62750a,Forward Lunge Punch,,하체,reps,lunge_split,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_c3d7d680142c1626,Forward Pulse Lunge With Hands Overhead,,하체,reps,lunge_split,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_e943e18a6d9bc5ac,Forward Side Top Presses,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_45d7bfc4efdc26b6,Forward Step Front Plank,,하체,reps,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_63bb3a29b8f844fd,Frog Crunch,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_18056968583997b2,Frog Crunch Feet Together,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_449c1958db2266ae,Frog Crunch Hold,,코어,duration,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_8f1dcc51e5954df1,Frog Glute Bridge,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_fc818b9f91c591e7,Frog Hip Thrust,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_78cc9a70bdb534f2,Frog Planche,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_40d9da2a3e409d0c,Frog Reverse Hyperextension Tap On Floor,,하체,reps,back_extension,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_5791c5016877044d,Frog Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_4f757d0f8ecd4be7,Frogger,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_826ac174215a451e,Front And Back Arms Rotation,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_f6dfea06126f16e4,Front Elbow Plank,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_8659c72eaffc0740,Front Plank,프론트 플랭크,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_eae51c33680a85a3,Front Plank Against Wall,,코어,duration,plank,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_5122a04b64328373,Front Plank On Elbow Toe Tap,,하체,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_7fe13b067d4c3488,Front Plank Open And Close,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_5b92d9a8b8c611f6,Front Plank To Side Plank,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_3b3d6bfcbc9d68ae,Front Plank To Toe Tap,,하체,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_abd195933774b12b,Front Plank Toe Tap,,,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_041a762d09b9c9a5,Front Plank Walkout,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_69fd809300806353,Front Plank With Arm And Leg Lift,,코어,duration,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_2d149b01ffdfaf81,Front Plank With Arm Lift,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9db7447e0d90d7cc,Front Plank With Leg Lift,,하체,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6be30b8967ca8e49,Front Plank With Twist,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_50870c9439560b12,Front Scoops,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_6b163cb248720ab4,Full Arm Rotation,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_165486800302fbfa,Full Planche,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_b18823a8f3065e22,Glute Bridge Abduction Against Wall,,하체,reps,glute_hip,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_004337c8597d65ba,Glute Bridge Alternating Tip Toe,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_04864f92434fdff0,Glute Bridge And Double Open Up,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_a88dc39425bf2dd6,Glute Bridge And Open Up,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_951329f676bcfff0,Glute Bridge From Bench,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ecd76cfc076afb2a,Glute Bridge Hip Abduction,글루트 브리지 힙 어브덕션,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_8725f7af9c318f8f,Glute Bridge Hip Side Raise,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_93a45891af5f2019,Glute Bridge Hold With Kick,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_2a45e1461d6b79d4,Glute Bridge March,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_19bf88a161ee4841,Glute Bridge Roll,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_e4b9ba7851794ab2,Glute Bridge Single Leg On Bench,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_6593542ab779e9d4,Glute Bridge Single Leg With Chair,,하체,reps,glute_hip,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_9bb8bdc40aa12902,Glute Bridge Two Legs On Bench,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_83783088c57873b6,Glute Bridge Two Legs On Floor,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_71b4c290c779b3be,Glute Bridge Two Legs With Chair,,하체,reps,glute_hip,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_13e3aa5e310182fc,Glute Bridge Walk,,하체,reps,glute_hip,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_6b9b0c5c709397aa,Glute Ham Developer Crunch,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_82cdd25626afb604,Glute Ham Developer Hip Extension,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_3c90735d95fad585,Glute Ham Raise,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_e42202ea7cd084a4,Glute Ham Sit Up,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_1d7711dd243dcce5,Glute Ham Twist,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_78298709d6691b69,Glute March,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_ee0250b9b6d68f55,Glute Single Leg Bridge From Bench,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_10c235396dcb96bd,Good Morning Side Leg Lift,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_0ec4c1f17a3956e1,Good Morning Squat,굿모닝 스쿼트,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_5eef43a9aaefbfa9,Grasshopper Push Up,,등,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_ac607553df428c1b,Groin Crunch,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_7b11f703f37e684b,Hack Calf Raise,,하체,reps,calf,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_00da0baea02b5350,Half Chest Fly,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_6786db6c14d9cc2e,Half Circle Draw Chair Supported,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_54303bde2f723758,Half Jackknife,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_07495ff2cf2f3460,Half Plyo Squat Core Shift,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_4ce7eadb5a9f254b,Half Plyo Squat Twist,,코어,reps,squat,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_7f1f1b1ea1d1fa54,Half Push Up Max Rep,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_472b5e185e50be8a,Half Seated Leg Circle,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_b49ac6e73986f6af,Half Sit Up,,코어,reps,core_crunch,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_e6ba74db932341e3,Half Squat Side Bend,,코어,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_a1efbda81aa6aada,Half Squat Side Lunge,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_261e7c1e73fe4668,Half Squat Side Reach,,코어,reps,squat,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_c5580b50fc5f76e6,Half Squat Torso Punches,,코어,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d7bc1860b1030806,Half Squat Wall Tip Toe,,하체,reps,squat,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_9edeb3329415d5a0,Half Wipers (Bent Leg),,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_f01c56c62604d794,Hammer Grip Pull Up On Dip Cage,,등,reps,pull_chin_muscleup,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_39ffaf55a4972d4d,Hamstring Bridge,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_af1a7f5dc49690d5,Hamstring Bridge March,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_12530b8805792bfe,Hands Behind Double Superman Pulse,,하체,reps,back_extension,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_981d7beedd21b1e4,Hands Behind Head Chest Squeeze,,가슴,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_d53eaa55b6146ae1,Hands Behind Head Side Leg Raise,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_f399490a395c5d28,Hands Release Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_35c7fddd3f07f841,Handstand,,팔,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_50e2158e4b7d5000,Handstand Against The Wall,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_70a10380215d0472,Handstand Hold On Wall,,어깨,duration,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_7a5b90ce8f4d6a02,Handstand Push Up,,,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9f0c63c9eb3cb7a9,Handstand Push Up Against The Wall,,어깨,reps,push_up,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_5ef5ff39b0a16905,Handstand Shoulder Tap Against The Wall,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_acef61d64b39a544,Handstand Walk,,어깨,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_c2d85102f4988008,Hanging Deadbug,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_bd65619f0a7d7907,Hanging Flutter Kick,,하체,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_a1f324b776df668f,Hanging Half Windmill,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_7a3771010ea99df9,Hanging Hollow Hold,,코어,duration,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_63e0effa89b1f904,Hanging Knees To Elbows,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_885213e7cd3c43a7,Hanging Leg Hip Raise,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_03650ce3c13ff50b,Hanging Leg Tuck,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_9a03767e5ee6f2c4,Hanging Oblique Knee Raise,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_2d7a245304c5a0a3,Hanging Oblique Knee Raise On Parallel Bars,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_18c3caee48580900,Hanging Pike,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_94e898ffce4dd1ff,Hanging Side Lean,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_761672e6087ac6ac,Hanging Straight Leg Hip Raise,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_ff5d467cd8f52f5e,Hanging Straight Leg Raise,,코어,reps,core_raise,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d72790950a133011,Hanging Toes To Bar,,코어,reps,other,BODYWEIGHT_NOISE_REVIEW,Not in core gym/calisthenics strength families; review before default search exposure.
gvs_da526945d638eef9,Heel Glute Bridge,,하체,reps,glute_hip,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_07f40464655a3622,Heel Together Slight Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_b654fb18519d22f6,Heels Squat Slide Wall,,하체,reps,squat,BODYWEIGHT_CONTEXT_VARIANT_REVIEW,Recognized strength family but contains home/context prop wording.
gvs_fd65e6c1185240b9,High Bar Incline Push Up,,가슴,reps,push_up,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_d8ee1246c3b2c7d4,High Plank Hip Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_9024c6dec65aa54c,High Plank Knee Drop,,코어,duration,plank,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
gvs_0248edf5b8e819b1,High Plank Shoulder Tap,,코어,reps,plank,BODYWEIGHT_EXTENDED_VARIANT_REVIEW,Recognized strength family but compound/complex variant; not a default-search decision yet.
gvs_74b515c317f984fb,Hindu Squat,,하체,reps,squat,BODYWEIGHT_DEFAULT_SEARCH_CANDIDATE,Recognized gym/calisthenics strength family with no home-context/noise markers.
