working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_07f40464655a3622,gvc_fb0cbd674338,Heel Together Slight Squat,Heel Together Slight Squat,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_b654fb18519d22f6,gvc_969b7645da1b,Heels Squat Slide Wall,Heels Squat Slide Wall,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_fd65e6c1185240b9,gvc_495ba3ef00a7,High Bar Incline Push Up,High Bar Incline Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_d8ee1246c3b2c7d4,gvc_50595cb2e38e,High Plank Hip Tap,High Plank Hip Tap,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,reps,bodyweight,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_9024c6dec65aa54c,gvc_c405d7dbf83b,High Plank Knee Drop,High Plank Knee Drop,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_0248edf5b8e819b1,gvc_18b6f79394fb,High Plank Shoulder Tap,High Plank Shoulder Tap,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,reps,bodyweight,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_74b515c317f984fb,gvc_c89b82270ade,Hindu Squat,Hindu Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_95a6e92b664b42eb,gvc_fbadf81be729,Hip Circle Rotation,Hip Circle Rotation,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_3c8c3a176a8de697,gvc_e4282d9decd7,Hip Circle With Hula Hoop,Hip Circle With Hula Hoop,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_f483f98319ed92db,gvc_bfe52fc9990c,Hip Clam (version 2),Hip Clam,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_7362e2697e12bda9,gvc_be26d0a42436,Hip Clam Shell,Hip Clam Shell,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_764b4b530a57aa33,gvc_df77a921e73c,Hip Crunch,Hip Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_640ff33e36ee74a0,gvc_7189ad7adbdd,Hip Lunge,Hip Lunge,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_95c07cce1466e02e,gvc_2597ba8f3b00;gvc_b5a3da53cfba,Hip Raise (bent Knee) | Hip Raise (bent Knee) (version 2),Hip Raise (Bent Knee),,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,3,1,2,MANUAL_QA_REQUIRED
gvs_12d08c4af3cf2ecc,gvc_4ae3b82ce207,Hip Raise Bridge,Hip Raise Bridge,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_8a27702499e28dca,gvc_bc016846c4fa,Hip Roll Plank,Hip Roll Plank,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,2,1,1,MANUAL_QA_REQUIRED
gvs_e5fc19ca572d6d60,gvc_4d555ddff38b,Hip Squat,Hip Squat,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_242a89ded54c74ec,gvc_b9c3bdd1dc05,Hip Swirls,Hip Swirls,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_90d34eaeb57030ec,gvc_1037dedef7ff,Hip Thrust Side Step,Hip Thrust Side Step,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,둔근,햄스트링,name_high,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_d8d65e14b87ee9c2,gvc_c939f535d54d,Hip Thrusts,Hip Thrusts,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_bddaa636cad0314c,gvc_7b22b0e49517,Holding Squat,Holding Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_2ca718f34f41d343,gvc_d9cf371783f2,Hollow Body 45 Degrees,Hollow Body 45 Degree,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e3252650bc54ca0e,gvc_0d5d4f53ea49,Hollow Body Hover,Hollow Body Hover,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_5b64130baf76081b,gvc_3fece5ba36f8,Hollow Body Tuck,Hollow Body Tuck,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_1f407a81bfcc1035,gvc_e84192b27520,Hollow Hold,Hollow Hold,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,duration,semantic,,,2,1,1,MANUAL_QA_REQUIRED
gvs_e0451ad0dae2098a,gvc_8508775f02bd,Hollow Rock,Hollow Rock,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_f66a15fec39d7c98,gvc_b63bf0483a8e,Horse Stance Squat,Horse Stance Squat,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cf1fa55bc45473fb,gvc_20ef95dfab34,Hyght Dumbbell Fly,Hyght Dumbbell Fly,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Dumbbell,source,가슴,source,,,unsupported,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_35c5a69b1bcb0903,gvc_5a0bdcf162d1;gvc_fa5643a834f0,Hyperextension | Hyperextension (version 2),Hyperextension,하이퍼익스텐션,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,3,2,1,AUTO_DRAFT_COMPLETE
gvs_119e406ee1e8b836,gvc_69f7a6e68a8e;gvc_774beb0c3729,Inchworm | Inchworm (version 3),Inchworm,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,3,2,1,MANUAL_QA_REQUIRED
gvs_b15473a48dc4160a,gvc_c0328c94ffbf,Inchworm To Cobra,Inchworm To Cobra,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_58519a5919d40ac1,gvc_00b864500693,Incline Close Grip Push Up,Incline Close Grip Push Up,인클라인 클로즈 그립 푸시업,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_6ed1d2f9d0a83e89,gvc_ade38c525025,Incline Close Grip Push Up With Chair,Incline Close Grip Push Up With Chair,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_30940d47f63d24b7,gvc_bd9b82aba307,Incline Elbow Plank,Incline Elbow Plank,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_07292d964fed2eac,gvc_9294b53f07f7,Incline Finger Press,Incline Finger Press,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_c0f5e3138b5296b3,gvc_507236cd6b8e,Incline Hip Raise,Incline Hip Raise,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_cf96bd6e4f05d3d4,gvc_b11769deb75c,Incline Leg Hip Raise (leg Straight),Incline Leg Hip Raise (Leg Straight),,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_65b2c38d3eb4ad49,gvc_7d1bc3ff8df9,Incline Plyo Push Up,Incline Plyo Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_73b46e33fc1a9033,gvc_a342ced0d108,Incline Push Press,Incline Push Press,인클라인 푸시 프레스,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_66ed6eabf9234f23,gvc_3de5e73af257,Incline Push Up,Incline Push Up,인클라인 푸시업,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_71fd93c9636690c5,gvc_5fc5cb556ee1,Incline Push Up On A Smith Bar,Incline Push Up On A Smith Bar,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Smith Machine,source,가슴,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_5a259bb2bba95ea0,gvc_32174cb164a6,Incline Push Up With Chair,Incline Push Up With Chair,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_4127008d861b71dd,gvc_7f65abc273f3,Incline Reverse Hyperextension,Incline Reverse Hyperextension,인클라인 리버스 하이퍼익스텐션,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_02710af981589bb1,gvc_325fbeccf0ca,Incline Reverse Push Up,Incline Reverse Push Up,인클라인 리버스 푸시업,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_98f3730e1fbbcbcc,gvc_c621cfbd3390,Incline Svend Press,Incline Svend Press,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_4b7d0df7f142674f,gvc_8b3be6f08ec9;gvc_ee4d86d8e20f,Incline Twisting Sit Up | Incline Twisting Sit Up (version 2),Incline Twisting Sit Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,3,2,1,MANUAL_QA_REQUIRED
gvs_64fbd763f01c6f43,gvc_f6d74f297952,Inner Thighs Pulse,Inner Thighs Pulse,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_a0c417ea925dd944,gvc_ce452a90f46e,Inner Wrist Curl,Inner Wrist Curl,,MANUAL,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7b596e1a1e4725c8,gvc_a9c9625b7608,Interlock Fist Circle Draw,Interlock Fist Circle Draw,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,어깨,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_0d2addbec886d778,gvc_42903136ce77,Inverse Leg Curl (on Pull Up Cable Machine),Inverse Leg Curl (On Pull Up Cable Machine),,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Cable,source,하체,source,햄스트링,,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_9076cc4631e797d0,gvc_37d9880df5d8,Inverse Leg Curl With Bench Pads,Inverse Leg Curl With Bench Pads,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,햄스트링,,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_a481a730f37f0e16,gvc_46f21663da01,Inverted Chin Curl With Bent Knee Between Chairs (,Inverted Chin Curl With Bent Knee Between Chairs,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_464d0029f19b3f61,gvc_19c11c1bc91e,Inverted Row,Inverted Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_a3a3858e6cbd0ec8,gvc_2e2ff6fa4e0e,Inverted Row Bent Knees,Inverted Row Bent Knees,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_7f7e2eab3cc78f73,gvc_fb36d5b87158,Inverted Row Between Chairs,Inverted Row Between Chairs,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_41a7d2e11649f109,gvc_18d19df1adc5,Inverted Row On Bench,Inverted Row On Bench,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_61024df0ea3fa356,gvc_ff4f7cc18d06,Inverted Row Under Table,Inverted Row Under Table,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_df3cafbfe04285cf,gvc_1348ff8b3c90,Inverted Row With Bent Knee Between Chairs,Inverted Row With Bent Knee Between Chairs,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8f3dc7b222f8b66c,gvc_a5d708f5b857,Inverted Row With Straps,Inverted Row With Straps,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,등 상부 / 광배근,이두근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_0edf55fe68ef5ed4,gvc_96fe92c4c44c,Invisible Chair Pose,Invisible Chair Pose,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_6842df4ef00eadb4,gvc_2bc942a104c9,Isometric Hold Close Grip Chin Up,Isometric Hold Close Grip Chin Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,광배근,이두근 / 승모근,name_high,duration,semantic,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_25ed31caab808428,gvc_e2d21716ee7e,Isometric Hold Push Up,Isometric Hold Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,duration,semantic,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_abd3f77938a82ee5,gvc_6c6718ed2995,Isometric Hold Wide Hand Push Up,Isometric Hold Wide Hand Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,duration,semantic,duration,,1,0,1,MANUAL_QA_REQUIRED
gvs_68ce031b271a33e3,gvc_dd9ef23a1cf7,Isometric Mid Thighs Pull,Isometric Mid Thighs Pull,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_33e8ade11c7d9411,gvc_5f6414bca79c,Isometric Wipers,Isometric Wipers,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,가슴,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8b09a9f1a9de1a85,gvc_b03ec7c41c35,Jack Knife Floor,Jack Knife Floor,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_da820f5afb7e9594,gvc_636b09529d99,Jack Split Crunches,Jack Split Crunches,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,,,1,0,1,MANUAL_QA_REQUIRED
gvs_9d4415bc4c2c8ae6,gvc_2408a4c51358,Jackknife (donkey) Squat,Jackknife (Donkey) Squat,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_3ff38dfe54b9a0f8,gvc_8a461a0853d9,Janda Sit Up,Janda Sit Up,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_cb136fc4735983d2,gvc_7312a70e9a8f,Jump Shrug,Jump Shrug,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_ebb38632edfc59bc,gvc_d8a0cddee5c4,Jump Squat,Jump Squat,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_3474b68c160c8a16,gvc_d87844fae5c7,Jump Squat Ii,Jump Squat Ii,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_6e86e6b7b1195517,gvc_ba1c49d5aaa1,Jumping Pull Up,Jumping Pull Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,광배근,이두근 / 승모근,name_high,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_16d32d1eae5ab01c,gvc_582d59eb64c5,Kettlebell Advanced Windmill,Kettlebell Advanced Windmill,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_6c2f8274d9f5e7de,gvc_180e32e67a4f,Kettlebell Alternate Biceps Curl,Kettlebell Alternate Biceps Curl,케틀벨 얼터네이트 바이셉 컬,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,팔,source,이두근,,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_303324f3ea91f87b,gvc_6f203b739991,Kettlebell Alternating Press,Kettlebell Alternating Press,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_3ace5858da192bde,gvc_d38a62b137ef,Kettlebell Alternating Press On Floor,Kettlebell Alternating Press On Floor,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,가슴,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_c8295bde64537be4,gvc_221af61dbd83,Kettlebell Alternating Renegade Row,Kettlebell Alternating Renegade Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,등,source,등 상부 / 광배근,이두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_950dc5fe1ff32d58,gvc_64a593348e13,Kettlebell Alternating Row,Kettlebell Alternating Row,케틀벨 얼터네이팅 로우,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,등,source,등 상부 / 광배근,이두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_8fe4b094ae798fde,gvc_7dab3dd8afd2,Kettlebell Angled Press,Kettlebell Angled Press,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,등,source,,,unsupported,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_330d1faa2377d530,gvc_28362403439d,Kettlebell Arm Bar,Kettlebell Arm Bar,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_0e3029b85c6b0c76,gvc_79dea0c4b458,Kettlebell Arnold Press,Kettlebell Arnold Press,케틀벨 아놀드 프레스,AUTO_PHRASE_DRAFT,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,어깨,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_b6dfcf991e412c05,gvc_1614a95fd813,Kettlebell Around Head Rotation,Kettlebell Around Head Rotation,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,등,source,,,unsupported,weight_reps,equipment,weight_reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_86134d94d29cb2ae,gvc_c131d3ef3896,Kettlebell Atlas Swing,Kettlebell Atlas Swing,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_b610605edd0066c8,gvc_cb0e4fe1fede,Kettlebell Backward Lunge,Kettlebell Backward Lunge,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,하체,source,대퇴사두근,둔근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_416ebbd54f147f01,gvc_b7b86076b4b7,Kettlebell Bench Press,Kettlebell Bench Press,케틀벨 벤치프레스,AUTO_PHRASE_DRAFT,Chest,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,weight_reps,equipment,weight_reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_e08f03761596f944,gvc_7659ce709216,Kettlebell Bent Over Alternate Twist Row,Kettlebell Bent Over Alternate Twist Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Kettlebell,source,등,source,등 상부 / 광배근,이두근,name_high,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
